Age,Gender,Employment_Type,City_Tier,Monthly_Income_INR,Existing_Loans,Existing_EMI_INR,Loan_Amount_INR,Loan_Tenure_Months,CIBIL_Score,Purpose,Risk
34,male,salaried,tier_3,22800,2,3200,234000,48,651,car,bad
55,male,self_employed,tier_2,76200,1,12600,355000,12,687,business,good
29,male,salaried,tier_1,62900,2,1900,1475000,24,696,car,bad
43,male,salaried,tier_2,94000,2,32700,1650000,84,687,home,bad
33,male,salaried,tier_3,30700,3,400,156000,48,626,car,good
29,male,self_employed,tier_1,127100,1,40900,1359000,60,716,education,bad
63,female,unemployed,tier_2,8600,2,200,40000,84,525,education,bad
29,male,self_employed,tier_2,25600,4,7700,368000,120,621,consumer_durable,bad
25,male,business,tier_2,71100,3,13600,1259000,12,599,education,bad
50,male,salaried,tier_2,84700,4,5800,355000,48,650,business,good
59,female,salaried,tier_1,97900,0,0,2190000,24,766,personal,good
26,male,unemployed,tier_2,18000,3,2200,195000,60,551,personal,bad
52,male,salaried,tier_1,98600,0,0,782000,36,741,home,good
44,male,business,tier_2,52500,1,2700,301000,24,638,car,bad
57,female,salaried,tier_2,71900,4,6100,436000,120,728,business,good
26,female,salaried,tier_1,76700,0,0,1599000,48,718,personal,bad
63,male,self_employed,tier_1,50500,2,10900,661000,12,672,education,bad
48,male,salaried,tier_3,43900,0,0,868000,24,769,business,good
58,male,salaried,tier_1,72800,1,1500,566000,84,731,business,good
36,male,salaried,tier_1,121900,0,0,1180000,48,819,home,good
62,female,salaried,tier_1,62000,2,5000,723000,120,703,personal,good
48,male,salaried,tier_2,45200,3,9700,567000,12,720,personal,good
26,male,business,tier_1,74000,3,7100,374000,12,622,business,bad
61,female,salaried,tier_3,80100,4,27500,316000,60,686,home,good
56,female,business,tier_2,55900,0,0,1337000,36,676,car,bad
34,male,self_employed,tier_1,102000,2,20400,1734000,120,614,education,good
45,male,salaried,tier_2,38300,2,11200,159000,84,705,car,good
38,male,salaried,tier_1,88700,0,0,1705000,12,671,home,bad
44,female,business,tier_1,103600,0,0,1096000,120,652,personal,good
63,female,self_employed,tier_2,73900,1,15400,1458000,120,683,personal,good
60,female,business,tier_1,138300,4,41800,3173000,24,681,home,bad
30,female,salaried,tier_3,42400,2,2700,151000,60,668,personal,bad
63,male,self_employed,tier_2,39800,2,10600,925000,60,667,home,bad
40,male,self_employed,tier_1,114400,2,27200,741000,12,589,education,bad
52,male,unemployed,tier_3,7200,4,1400,67000,84,572,personal,bad
54,female,salaried,tier_2,24900,2,7600,403000,120,743,business,good
42,male,unemployed,tier_1,8500,3,2100,153000,36,556,car,bad
41,male,salaried,tier_2,31300,1,7900,206000,120,631,business,bad
41,male,business,tier_3,64700,4,20600,380000,60,618,business,bad
58,female,salaried,tier_2,119400,0,0,1077000,84,692,personal,bad
37,female,self_employed,tier_2,23500,1,2100,231000,48,686,consumer_durable,good
33,female,salaried,tier_2,41800,1,2700,405000,60,701,car,good
36,male,business,tier_1,97500,0,0,643000,120,691,home,bad
29,female,salaried,tier_1,127500,2,10500,2982000,60,631,business,bad
38,female,salaried,tier_2,41700,4,10200,824000,48,592,education,bad
26,female,self_employed,tier_3,44300,0,0,1045000,24,627,car,bad
24,female,self_employed,tier_2,44000,4,4500,228000,48,595,home,good
52,female,salaried,tier_1,184900,4,59100,848000,120,644,home,good
24,female,self_employed,tier_2,50500,4,13200,720000,60,593,home,bad
46,male,salaried,tier_1,84100,0,0,1338000,84,674,home,good
55,male,self_employed,tier_1,66700,4,4600,1090000,24,619,consumer_durable,bad
52,male,self_employed,tier_2,41500,2,6700,206000,84,714,car,good
40,female,self_employed,tier_1,90400,2,20300,1873000,48,652,business,good
29,female,business,tier_3,35000,1,9300,465000,48,659,home,bad
61,male,salaried,tier_2,27300,2,8700,293000,12,720,car,bad
57,male,salaried,tier_2,52200,2,16300,710000,120,674,business,good
47,female,self_employed,tier_3,47900,3,4000,184000,60,701,home,good
24,female,salaried,tier_2,44900,1,6600,337000,36,692,car,good
22,female,salaried,tier_3,44000,0,0,1055000,48,699,business,good
34,male,self_employed,tier_3,23500,2,1100,343000,120,661,home,bad
27,female,salaried,tier_2,79800,3,26800,371000,84,686,home,good
58,female,salaried,tier_1,93300,0,0,854000,36,678,consumer_durable,bad
30,male,unemployed,tier_1,16300,4,4700,112000,84,471,education,bad
33,male,salaried,tier_3,43800,4,13900,982000,12,733,personal,bad
63,female,salaried,tier_1,45600,2,2800,909000,48,779,home,good
57,male,salaried,tier_3,25700,4,3800,372000,48,656,car,bad
30,male,salaried,tier_1,71100,1,16200,1634000,60,716,education,good
37,female,self_employed,tier_2,57500,0,0,623000,12,655,personal,bad
43,female,self_employed,tier_1,79000,3,20400,1672000,36,638,car,bad
50,male,self_employed,tier_3,31700,3,1300,406000,24,610,business,good
62,female,salaried,tier_1,96400,4,21800,2007000,36,646,personal,good
59,male,salaried,tier_1,122100,1,12600,2676000,60,691,personal,good
63,female,salaried,tier_3,40000,0,0,509000,12,816,education,good
22,male,self_employed,tier_1,72200,3,25100,486000,84,576,personal,bad
31,female,self_employed,tier_1,60300,1,3300,425000,12,695,personal,bad
45,female,salaried,tier_3,39500,0,0,358000,48,699,home,bad
23,male,business,tier_3,55700,3,8000,428000,84,574,business,bad
36,male,self_employed,tier_1,117600,0,0,1312000,120,686,education,good
27,female,salaried,tier_2,75800,4,4300,1034000,120,567,consumer_durable,bad
62,male,self_employed,tier_1,86500,1,2400,418000,48,711,consumer_durable,good
23,male,self_employed,tier_1,55300,3,8100,1222000,48,592,home,bad
27,male,salaried,tier_2,40200,2,8900,123000,120,636,education,bad
29,female,salaried,tier_1,85100,2,4600,502000,12,629,personal,good
27,male,self_employed,tier_2,74200,1,20900,236000,120,728,personal,good
46,male,business,tier_1,172700,0,0,4096000,12,678,business,bad
37,female,self_employed,tier_3,15300,3,2800,178000,12,612,home,bad
61,male,self_employed,tier_2,113000,2,1200,804000,12,701,personal,bad
32,male,self_employed,tier_1,75000,4,13500,412000,24,553,consumer_durable,bad
44,male,salaried,tier_3,56700,4,4300,611000,120,697,consumer_durable,good
50,male,salaried,tier_3,22400,0,0,526000,24,723,home,good
48,male,salaried,tier_1,68300,1,18200,992000,48,642,consumer_durable,good
56,female,business,tier_3,70000,2,1300,731000,84,632,home,good
29,male,business,tier_1,62600,1,0,667000,120,592,personal,good
43,female,business,tier_1,34400,3,1600,188000,48,626,car,good
56,male,salaried,tier_1,83500,1,1300,1157000,36,678,personal,good
58,male,salaried,tier_1,73000,0,0,869000,48,694,home,good
48,male,self_employed,tier_2,79500,1,11200,1455000,60,678,car,bad
49,male,salaried,tier_2,52000,3,14200,366000,36,672,car,good
59,female,salaried,tier_3,40000,2,400,235000,60,754,business,good
48,male,self_employed,tier_1,82700,1,10200,1258000,84,717,personal,good
62,male,self_employed,tier_1,93000,3,30300,1728000,12,648,personal,bad
26,male,self_employed,tier_1,50600,0,0,680000,84,678,personal,good
36,female,salaried,tier_1,103300,2,29900,2024000,60,609,education,good
25,male,salaried,tier_3,34400,0,0,711000,12,726,home,bad
24,female,salaried,tier_2,55300,3,1900,1230000,84,658,home,good
41,male,salaried,tier_3,52200,4,3400,571000,48,685,education,bad
30,male,salaried,tier_2,73900,2,19600,1625000,12,651,consumer_durable,bad
38,female,salaried,tier_1,83000,4,25100,1485000,12,625,car,bad
40,male,unemployed,tier_1,11100,4,1800,179000,12,468,personal,bad
48,male,salaried,tier_2,28600,3,4900,418000,36,733,business,good
62,female,salaried,tier_3,38600,0,0,132000,48,752,business,good
58,male,salaried,tier_1,104300,0,0,1540000,24,667,car,good
37,male,self_employed,tier_1,75800,0,0,1467000,120,698,consumer_durable,good
35,male,salaried,tier_2,59900,1,20800,1423000,12,668,personal,bad
54,male,salaried,tier_1,74100,2,1100,896000,120,742,personal,good
26,female,salaried,tier_2,61300,1,7500,1459000,24,702,personal,bad
44,male,salaried,tier_1,52400,4,12700,345000,12,701,car,bad
39,female,self_employed,tier_2,63100,3,9400,1459000,48,664,business,bad
29,female,salaried,tier_1,99800,3,34300,1535000,84,688,personal,bad
48,female,salaried,tier_3,36400,3,400,616000,60,719,personal,bad
35,female,self_employed,tier_2,55900,3,17100,841000,84,649,business,good
29,female,salaried,tier_1,40700,4,1900,962000,48,596,personal,bad
49,male,self_employed,tier_3,38300,1,2700,151000,120,614,home,bad
28,male,salaried,tier_3,39400,0,0,458000,84,661,car,good
50,male,self_employed,tier_2,74600,1,22800,1595000,12,700,business,bad
28,female,salaried,tier_3,38500,1,5600,251000,48,580,personal,bad
40,male,salaried,tier_3,55900,4,5700,836000,120,640,business,good
56,female,salaried,tier_1,64700,2,9100,905000,84,684,education,good
31,male,unemployed,tier_1,7300,2,200,146000,84,561,personal,good
54,female,salaried,tier_1,68600,0,0,1529000,84,724,business,good
52,male,business,tier_2,75000,3,24000,633000,60,617,personal,good
60,female,business,tier_3,55300,3,13100,971000,36,702,car,bad
28,male,salaried,tier_2,58300,4,9100,845000,12,622,home,bad
52,male,salaried,tier_1,62200,0,0,1052000,36,716,business,good
62,female,salaried,tier_3,36800,3,7100,265000,24,663,personal,bad
54,female,unemployed,tier_2,8100,1,100,71000,84,564,education,bad
29,female,self_employed,tier_1,32200,1,4400,468000,36,627,personal,good
57,female,salaried,tier_3,39700,1,9100,122000,36,700,car,good
25,male,salaried,tier_1,57200,1,17000,1032000,120,742,education,good
46,female,business,tier_2,102100,3,12800,653000,24,628,home,good
42,male,salaried,tier_2,25600,0,0,577000,84,695,car,good
44,male,salaried,tier_3,45700,4,12100,963000,36,601,business,bad
43,male,salaried,tier_1,156000,4,50700,2510000,120,653,car,bad
22,male,salaried,tier_1,69600,4,24100,1511000,120,594,business,bad
43,male,business,tier_2,69900,4,1000,1659000,36,588,education,bad
62,female,self_employed,tier_3,41800,1,6400,806000,84,643,home,bad
40,male,salaried,tier_1,88600,2,24000,1432000,120,686,car,bad
33,female,salaried,tier_1,64400,0,0,801000,60,646,home,good
64,male,self_employed,tier_3,25300,4,700,508000,120,648,personal,good
25,male,salaried,tier_3,51800,3,11000,922000,60,616,business,good
42,female,salaried,tier_1,38100,0,0,492000,12,747,personal,good
43,male,salaried,tier_1,99400,4,7900,1342000,60,666,personal,good
42,male,self_employed,tier_2,41800,0,0,326000,24,680,business,good
61,female,unemployed,tier_2,12000,3,1700,235000,60,562,personal,bad
39,male,self_employed,tier_2,39900,0,0,856000,84,742,personal,bad
63,male,salaried,tier_3,68100,3,13400,228000,24,743,personal,good
23,female,self_employed,tier_1,70700,4,1500,378000,60,521,education,good
53,male,salaried,tier_3,36900,4,10100,879000,48,629,home,good
47,female,business,tier_1,83600,0,0,563000,24,659,personal,bad
31,female,salaried,tier_3,39200,0,0,724000,84,731,personal,good
31,male,salaried,tier_1,171800,0,0,2250000,84,678,car,bad
52,male,salaried,tier_1,46800,4,12900,653000,12,630,consumer_durable,bad
49,male,salaried,tier_1,108500,0,0,572000,36,691,home,good
47,female,salaried,tier_1,90600,1,20800,534000,12,717,personal,good
23,male,self_employed,tier_2,82300,2,5200,1246000,60,645,consumer_durable,good
47,female,self_employed,tier_2,59800,1,11200,654000,120,609,car,bad
64,male,business,tier_3,52600,2,5500,1039000,120,642,business,good
21,female,salaried,tier_2,78600,1,100,1840000,36,587,business,bad
41,male,salaried,tier_2,59600,1,15100,1195000,24,588,personal,bad
42,male,salaried,tier_1,96700,1,4400,1114000,36,719,consumer_durable,bad
60,male,salaried,tier_3,68000,4,22400,893000,12,679,personal,bad
33,male,salaried,tier_1,76700,0,0,482000,36,712,education,good
41,female,business,tier_1,81500,4,0,1435000,60,673,personal,bad
52,male,unemployed,tier_1,12900,2,4300,160000,12,456,education,bad
23,male,salaried,tier_1,86900,1,4000,1825000,84,581,car,bad
56,male,self_employed,tier_2,35300,2,10300,589000,84,605,home,good
57,male,self_employed,tier_1,57300,4,6600,377000,36,526,car,bad
52,female,salaried,tier_1,52900,4,10500,615000,84,628,business,good
49,female,self_employed,tier_3,43000,4,12600,740000,48,638,consumer_durable,bad
53,female,salaried,tier_1,57100,1,1000,1200000,120,724,consumer_durable,good
55,male,salaried,tier_2,35100,4,8400,364000,48,705,car,good
60,male,unemployed,tier_1,11000,3,600,188000,60,539,personal,bad
39,female,self_employed,tier_3,29500,0,0,196000,84,653,personal,bad
41,male,salaried,tier_2,46500,2,2600,1023000,24,654,home,bad
49,female,salaried,tier_1,81100,4,600,1223000,60,671,personal,good
29,male,unemployed,tier_3,8500,2,500,163000,84,435,car,bad
58,male,salaried,tier_2,62600,2,13700,710000,24,555,consumer_durable,good
54,female,business,tier_1,110600,1,38200,2516000,84,689,car,good
48,male,business,tier_2,90700,0,0,1644000,24,693,business,good
34,female,salaried,tier_2,28200,4,7400,176000,60,704,business,bad
36,male,self_employed,tier_1,43700,3,12600,636000,36,645,personal,bad
40,male,self_employed,tier_1,78700,1,24100,685000,60,669,car,bad
50,male,self_employed,tier_1,69800,1,12900,1431000,24,653,car,good
55,male,salaried,tier_2,77400,2,6200,1505000,84,658,consumer_durable,good
50,male,salaried,tier_3,24000,3,5600,321000,12,658,home,bad
61,male,salaried,tier_2,46600,0,0,435000,36,781,home,good
63,female,self_employed,tier_3,32500,3,9500,679000,84,667,consumer_durable,good
52,female,self_employed,tier_1,68700,4,9900,1433000,12,657,personal,bad
37,male,self_employed,tier_3,36500,2,3400,497000,84,638,personal,good
47,male,self_employed,tier_3,42400,0,0,766000,36,641,home,bad
39,male,salaried,tier_2,52800,0,0,475000,24,764,education,good
48,female,salaried,tier_1,120000,0,0,1239000,84,771,business,good
56,male,self_employed,tier_1,117100,4,39000,2673000,84,628,car,bad
37,male,salaried,tier_1,50200,2,10700,927000,120,698,home,good
43,male,self_employed,tier_2,48800,0,0,220000,48,699,home,bad
23,male,salaried,tier_3,54500,4,700,687000,24,599,personal,bad
53,male,salaried,tier_1,91100,4,13900,1030000,60,645,car,bad
42,male,business,tier_1,81900,0,0,643000,60,634,business,good
41,female,salaried,tier_1,81200,3,300,1940000,120,648,car,good
44,male,salaried,tier_2,31600,1,3200,185000,84,746,home,bad
30,male,self_employed,tier_2,47700,0,0,458000,36,699,consumer_durable,good
47,male,self_employed,tier_1,38900,0,0,810000,48,706,consumer_durable,good
53,male,unemployed,tier_3,10800,2,2700,62000,60,576,personal,bad
36,male,business,tier_1,63900,4,1500,696000,84,580,consumer_durable,bad
26,male,self_employed,tier_2,50800,4,3900,829000,36,531,home,good
38,male,salaried,tier_2,61500,3,17800,620000,24,649,education,bad
29,female,salaried,tier_1,76200,4,5100,883000,120,624,car,good
37,male,business,tier_2,56100,1,5600,816000,120,682,education,good
48,female,salaried,tier_2,51100,0,0,1176000,36,745,personal,good
25,male,unemployed,tier_2,18100,0,0,385000,12,580,business,bad
53,male,self_employed,tier_3,31000,0,0,166000,60,598,home,good
30,female,salaried,tier_2,55400,3,5900,829000,12,611,education,bad
60,female,salaried,tier_1,61100,0,0,1022000,24,733,consumer_durable,bad
53,male,self_employed,tier_3,51500,2,100,507000,48,674,personal,bad
32,female,salaried,tier_3,42400,3,14200,362000,36,743,car,good
45,male,salaried,tier_1,56800,4,17300,883000,12,603,education,bad
25,male,self_employed,tier_3,36100,0,0,423000,36,623,car,good
25,female,salaried,tier_3,37900,0,0,834000,60,676,education,bad
63,female,salaried,tier_1,120900,0,0,778000,84,707,education,good
56,male,self_employed,tier_2,47300,0,0,183000,84,652,personal,good
27,male,self_employed,tier_1,39900,1,3300,873000,36,641,education,bad
33,male,salaried,tier_2,65500,1,14600,1429000,60,731,personal,good
29,male,unemployed,tier_3,16800,4,900,197000,36,473,home,bad
38,female,business,tier_1,143700,2,36100,2706000,60,596,home,bad
33,male,salaried,tier_2,37400,1,4200,776000,12,678,car,bad
35,male,salaried,tier_1,67600,2,11900,565000,36,624,business,good
44,male,self_employed,tier_2,47500,3,2700,795000,36,668,personal,good
29,male,salaried,tier_3,41000,1,3700,758000,60,748,home,good
59,male,business,tier_1,108000,0,0,1135000,24,624,education,good
53,female,self_employed,tier_2,42600,2,6800,974000,36,663,personal,good
54,female,salaried,tier_1,53900,3,18900,1256000,48,641,education,bad
28,female,self_employed,tier_2,67000,1,7900,886000,60,643,personal,good
52,male,salaried,tier_2,37100,2,1100,171000,36,687,consumer_durable,good
57,male,business,tier_2,52900,1,9700,1180000,120,615,home,good
28,male,salaried,tier_1,50000,4,5600,699000,120,681,personal,bad
54,male,business,tier_2,86700,4,26600,513000,60,611,personal,good
36,male,salaried,tier_2,57100,3,4200,1049000,48,633,personal,good
55,female,self_employed,tier_2,65400,4,19600,1140000,48,624,home,bad
42,female,business,tier_2,53200,0,0,316000,12,636,personal,good
56,male,salaried,tier_3,26600,3,1800,233000,36,670,home,good
27,male,salaried,tier_1,63600,2,9000,1345000,84,579,personal,good
38,female,business,tier_1,88700,3,15300,2072000,60,510,personal,bad
33,male,business,tier_3,56500,0,0,650000,12,621,car,bad
31,female,salaried,tier_1,41200,0,0,240000,12,678,consumer_durable,good
34,male,salaried,tier_3,48800,1,10000,507000,84,609,business,good
37,male,business,tier_2,51200,2,12800,699000,84,611,personal,good
26,male,salaried,tier_3,32900,4,5800,306000,36,600,consumer_durable,bad
52,female,self_employed,tier_2,72400,4,15300,1147000,120,612,business,bad
45,male,salaried,tier_3,19200,2,5800,61000,12,710,home,bad
57,female,salaried,tier_2,61600,0,0,1241000,84,810,personal,good
52,male,business,tier_2,78300,4,11400,1624000,120,634,personal,good
27,male,salaried,tier_1,55700,2,4800,1084000,48,617,personal,bad
24,female,business,tier_1,80800,0,0,757000,48,684,consumer_durable,good
39,male,self_employed,tier_1,99400,3,10200,1618000,24,681,education,bad
42,male,salaried,tier_3,82000,4,11700,875000,84,593,home,good
31,male,salaried,tier_1,107800,4,28800,1205000,84,582,education,bad
55,female,salaried,tier_3,79800,4,6100,1428000,36,595,personal,good
46,male,business,tier_2,55000,4,13500,1139000,24,583,car,bad
53,male,self_employed,tier_1,37300,3,1000,763000,48,651,home,good
25,female,self_employed,tier_3,35300,3,2000,277000,48,668,car,good
56,female,salaried,tier_1,98400,0,0,1655000,36,772,personal,good
30,female,salaried,tier_2,28700,3,4700,247000,84,664,home,good
40,female,salaried,tier_2,39800,4,2500,645000,36,643,car,good
40,female,self_employed,tier_1,48700,4,1900,522000,12,618,home,bad
57,male,salaried,tier_1,84100,4,16700,1647000,84,681,education,good
33,male,salaried,tier_2,59600,0,0,1352000,84,763,home,good
31,female,salaried,tier_1,56600,1,8200,514000,12,683,home,bad
35,female,salaried,tier_3,43900,4,4700,933000,60,647,personal,bad
36,female,self_employed,tier_2,32200,4,4200,597000,48,578,home,bad
28,male,self_employed,tier_1,55800,2,3600,831000,60,628,home,good
28,male,unemployed,tier_1,10400,4,1000,146000,24,455,personal,bad
31,male,salaried,tier_1,70400,3,13400,683000,24,594,home,bad
41,male,self_employed,tier_3,27200,1,5000,198000,48,695,home,bad
36,male,salaried,tier_2,70000,2,22200,333000,12,739,education,good
38,female,business,tier_1,93600,1,27300,1681000,24,651,car,bad
52,male,self_employed,tier_2,44300,3,100,340000,12,648,personal,bad
31,male,salaried,tier_2,102100,1,8200,1368000,36,723,consumer_durable,good
61,male,business,tier_2,80000,0,0,1735000,120,692,education,good
54,female,salaried,tier_1,65300,2,7200,1116000,48,702,personal,good
28,female,salaried,tier_1,60500,2,10100,397000,84,653,business,good
34,male,salaried,tier_1,49100,4,11600,905000,84,609,education,bad
29,male,salaried,tier_2,53700,0,0,403000,12,723,personal,good
33,male,business,tier_2,78000,4,100,1511000,120,615,personal,good
37,male,self_employed,tier_1,33200,1,2400,154000,24,693,personal,good
26,male,self_employed,tier_1,40200,0,0,240000,24,656,consumer_durable,good
21,female,business,tier_2,58400,2,3400,1321000,60,560,home,bad
40,female,self_employed,tier_1,44100,2,2300,392000,48,687,business,good
51,male,salaried,tier_2,55800,4,12200,344000,24,621,education,bad
34,male,salaried,tier_2,58600,2,8300,440000,36,636,personal,good
58,male,salaried,tier_1,71100,0,0,752000,36,710,education,bad
37,male,business,tier_2,84900,2,2400,1748000,60,555,car,bad
60,male,business,tier_1,77000,4,25600,478000,84,615,home,bad
31,female,self_employed,tier_2,47200,3,2600,157000,36,636,consumer_durable,good
44,male,salaried,tier_1,52300,1,4600,1107000,36,680,personal,bad
54,female,salaried,tier_2,60800,3,12200,565000,12,736,business,good
23,male,business,tier_2,71900,3,4700,332000,120,656,car,good
61,female,salaried,tier_1,48800,1,3400,175000,60,760,car,good
37,female,self_employed,tier_2,45500,2,1200,996000,24,546,car,bad
42,male,salaried,tier_3,40700,1,14000,569000,12,762,car,bad
48,male,salaried,tier_3,45500,0,0,720000,120,712,education,good
49,female,self_employed,tier_1,72400,4,13400,1154000,12,687,consumer_durable,bad
22,male,unemployed,tier_1,12600,1,3900,176000,24,486,business,bad
59,male,self_employed,tier_1,84700,1,17600,1622000,120,671,education,good
48,male,salaried,tier_3,49500,0,0,1090000,36,726,car,bad
64,male,salaried,tier_2,42700,2,7100,703000,120,664,personal,bad
41,female,business,tier_1,63300,3,10600,1312000,48,547,personal,good
47,male,self_employed,tier_2,38300,4,5300,123000,48,501,personal,good
40,male,salaried,tier_1,44400,3,11700,581000,120,792,personal,good
60,male,self_employed,tier_2,51600,4,2000,809000,12,550,home,bad
57,female,salaried,tier_2,83200,4,4600,601000,36,587,home,good
60,female,salaried,tier_2,90500,3,11800,576000,36,709,consumer_durable,good
43,male,business,tier_2,47800,4,1200,280000,84,540,personal,bad
55,male,self_employed,tier_1,85300,1,29500,766000,36,600,consumer_durable,bad
36,male,salaried,tier_2,56700,3,9800,1151000,120,525,car,bad
41,male,salaried,tier_2,23800,3,400,85000,84,673,personal,good
54,male,unemployed,tier_1,14400,2,3100,225000,120,485,car,bad
24,male,self_employed,tier_3,30800,3,8400,136000,84,629,business,good
52,male,self_employed,tier_3,55000,3,7800,850000,84,630,car,good
21,female,salaried,tier_3,30400,2,5100,252000,36,658,personal,good
46,male,unemployed,tier_2,14600,4,3600,92000,84,468,home,bad
41,female,business,tier_1,91000,0,0,1163000,36,662,home,good
41,male,salaried,tier_2,33200,1,6900,261000,36,656,home,good
42,male,salaried,tier_1,61200,1,13500,670000,24,661,personal,good
42,male,self_employed,tier_1,110800,4,31200,1805000,120,554,business,bad
38,female,business,tier_2,65900,2,20600,1493000,84,703,consumer_durable,bad
40,female,self_employed,tier_1,89000,4,29300,1422000,12,583,personal,bad
45,male,unemployed,tier_1,21800,4,1000,298000,36,385,personal,bad
54,female,self_employed,tier_3,30800,2,8800,453000,60,665,personal,bad
45,male,salaried,tier_1,47400,3,11200,612000,60,629,home,bad
49,male,salaried,tier_2,36800,1,4800,545000,36,704,business,good
57,male,business,tier_3,87300,0,0,1307000,60,681,personal,good
64,male,salaried,tier_2,58000,2,17500,773000,24,773,personal,good
25,male,salaried,tier_1,40500,1,11000,792000,24,660,home,bad
52,female,self_employed,tier_2,64300,3,1300,721000,12,670,car,bad
30,male,salaried,tier_3,22100,2,1400,117000,120,697,car,bad
29,male,business,tier_3,39300,0,0,649000,60,598,consumer_durable,bad
55,male,salaried,tier_1,76400,2,26300,1506000,84,703,personal,bad
24,male,salaried,tier_1,179400,2,17400,3477000,48,623,personal,good
58,male,salaried,tier_2,73200,0,0,607000,60,680,education,bad
54,female,self_employed,tier_1,54700,2,11700,907000,36,599,personal,good
64,female,self_employed,tier_3,36400,4,1000,873000,12,667,car,bad
50,male,salaried,tier_2,75900,4,15800,394000,84,772,home,good
59,female,salaried,tier_3,67900,4,23000,949000,24,627,personal,bad
26,male,salaried,tier_3,37800,4,3900,356000,120,634,car,bad
60,male,self_employed,tier_2,44500,4,11600,873000,12,639,car,bad
28,male,unemployed,tier_3,6700,0,0,66000,120,515,education,bad
34,male,self_employed,tier_2,60600,2,6100,1115000,48,693,car,good
26,male,salaried,tier_1,106300,2,15300,677000,24,759,consumer_durable,good
38,female,self_employed,tier_3,18300,4,3500,81000,24,572,business,bad
53,male,salaried,tier_2,47900,1,12800,248000,60,788,consumer_durable,good
32,female,salaried,tier_3,27000,3,5100,229000,84,625,consumer_durable,bad
57,female,salaried,tier_1,78300,3,25400,1632000,48,636,car,good
47,female,salaried,tier_1,48100,2,2000,296000,48,679,education,good
48,male,salaried,tier_3,26000,1,8700,96000,120,744,personal,good
62,female,self_employed,tier_1,96000,0,0,2009000,48,695,home,bad
40,male,salaried,tier_2,51900,2,7100,564000,36,710,consumer_durable,good
36,male,self_employed,tier_2,47000,0,0,722000,120,678,home,good
64,male,business,tier_1,109900,3,11400,523000,84,708,personal,good
45,female,self_employed,tier_1,91000,1,13900,2007000,60,685,personal,good
48,male,salaried,tier_3,35600,4,11700,484000,12,719,business,bad
34,male,self_employed,tier_1,56400,4,14900,275000,36,555,personal,good
30,female,salaried,tier_2,47900,4,1000,781000,120,620,personal,good
28,male,salaried,tier_2,80300,3,9200,857000,120,644,car,good
30,female,salaried,tier_2,53700,0,0,560000,60,662,personal,good
29,male,business,tier_2,63200,4,18800,731000,48,542,personal,bad
53,male,business,tier_1,108400,0,0,1482000,120,706,personal,good
23,male,business,tier_3,99700,2,7500,1596000,60,646,personal,good
48,male,self_employed,tier_1,66500,4,1200,404000,12,615,home,good
62,male,salaried,tier_1,67600,0,0,1274000,36,787,car,good
54,male,business,tier_3,103600,2,18200,370000,36,604,consumer_durable,good
38,male,business,tier_1,150500,2,4700,2661000,60,617,car,good
23,female,salaried,tier_1,112400,0,0,770000,24,639,personal,bad
57,female,unemployed,tier_3,7600,0,0,94000,84,579,personal,bad
21,male,business,tier_1,76600,4,10800,1133000,24,600,consumer_durable,bad
50,male,salaried,tier_1,39100,4,13600,649000,60,713,home,good
50,male,salaried,tier_2,77100,0,0,1512000,36,672,car,good
29,female,salaried,tier_3,42400,1,3900,587000,24,698,business,bad
53,female,self_employed,tier_3,19200,1,100,412000,60,735,personal,good
28,male,salaried,tier_3,62800,0,0,1448000,120,653,personal,bad
30,male,salaried,tier_3,36700,0,0,862000,84,645,education,good
56,female,self_employed,tier_1,60100,2,9900,584000,48,590,education,good
64,female,business,tier_2,41200,2,13100,151000,120,694,consumer_durable,bad
32,male,business,tier_1,112300,4,30200,2025000,84,559,personal,bad
61,female,self_employed,tier_3,42900,1,7800,356000,120,702,consumer_durable,good
61,male,salaried,tier_3,40600,2,300,776000,12,692,consumer_durable,bad
54,male,salaried,tier_1,64100,1,7600,199000,84,793,personal,good
27,female,self_employed,tier_3,90300,0,0,1745000,48,693,personal,good
34,male,salaried,tier_2,36100,3,3200,161000,60,615,personal,good
50,male,self_employed,tier_1,50300,3,14700,1080000,120,617,business,bad
64,female,unemployed,tier_2,15400,3,2300,257000,48,563,personal,bad
56,female,self_employed,tier_3,25200,0,0,161000,60,644,home,good
39,male,self_employed,tier_1,44300,3,12100,605000,120,671,consumer_durable,good
31,male,self_employed,tier_1,96300,3,20500,1311000,12,597,personal,bad
63,female,business,tier_3,64900,2,4500,1393000,84,701,business,good
33,male,salaried,tier_2,65200,3,12200,924000,60,642,education,good
36,female,salaried,tier_2,58600,0,0,853000,24,684,education,bad
63,female,salaried,tier_2,43200,1,6800,419000,12,691,personal,good
45,male,self_employed,tier_2,43900,0,0,803000,60,757,personal,bad
32,male,salaried,tier_1,72200,2,17400,293000,36,654,home,good
21,female,salaried,tier_1,99800,4,24000,2328000,36,757,education,good
39,female,self_employed,tier_3,41800,0,0,658000,24,678,personal,bad
64,male,salaried,tier_2,39700,2,3300,824000,48,667,consumer_durable,bad
40,male,self_employed,tier_2,63300,1,14300,1228000,24,583,home,bad
51,female,salaried,tier_3,22900,4,1800,174000,12,709,car,good
32,male,salaried,tier_1,66400,3,22400,602000,12,640,education,bad
55,male,salaried,tier_3,27700,1,1600,245000,24,750,car,good
